engine_id,cycle,temp_inlet,temp_lpc,temp_hpc,fan_speed,pressure_static,pressure_lpc,fuel_flow,label
1,162,643.15,1592.22,1423.48,552.68,47.79,520.44,8.5015,1
1,163,642.85,1600.54,1421.09,552.41,47.89,520.3,8.5129,1
1,164,643.17,1598.96,1416.76,551.9,47.7,520.63,8.4803,1
1,165,642.76,1597.03,1408.09,552.79,47.89,520.69,8.4922,1
1,166,643.34,1596.72,1422.37,552.13,47.86,520.02,8.4663,1
1,167,643.02,1593.83,1414.72,552.57,47.85,520.49,8.4632,1
1,168,642.68,1591.19,1415.7,552.09,47.84,520.78,8.4925,1
1,169,643.2,1590.16,1418.05,552.71,47.88,520.44,8.4767,1
1,170,642.92,1592.71,1417.41,552.02,47.86,520.23,8.49,1
1,171,643.26,1592.06,1414.99,552.71,48.03,519.85,8.4922,1
1,172,643.33,1591.71,1413.73,551.69,48.07,520.54,8.4595,1
1,173,642.97,1590.69,1425.27,552.13,47.9,520.11,8.5091,1
1,174,642.64,1599.81,1422.58,552.32,48.0,520.22,8.4476,1
1,175,643.61,1603.29,1422.52,551.64,47.86,520.38,8.489,1
1,176,642.86,1592.27,1422.73,551.91,47.84,519.8,8.4853,1
1,177,643.79,1602.02,1423.99,551.93,48.03,520.24,8.4779,1
1,178,643.38,1605.33,1424.65,552.18,48.0,520.2,8.477,1
1,179,642.86,1592.56,1429.45,551.57,48.02,520.38,8.4947,1
1,180,643.58,1599.87,1417.14,552.91,47.85,519.84,8.4737,1
1,181,643.44,1596.71,1420.64,551.83,48.1,520.43,8.472,1
1,182,644.21,1602.08,1426.62,551.9,47.98,520.46,8.5158,1
1,183,643.24,1597.23,1419.03,551.38,48.03,520.05,8.5041,1
1,184,644.07,1605.44,1432.52,551.0,48.07,519.77,8.5133,1
1,185,643.8,1603.46,1424.4,551.64,48.15,519.82,8.4984,1
1,186,643.51,1595.16,1426.3,552.57,48.12,520.08,8.5227,1
1,187,643.32,1592.1,1427.27,551.08,48.23,519.53,8.5218,1
1,188,643.75,1602.38,1422.78,551.94,48.0,519.79,8.5207,1
1,189,644.18,1596.17,1428.01,550.7,48.08,519.58,8.5183,1
1,190,643.64,1599.22,1425.95,551.29,48.33,520.04,8.5223,1
1,191,643.34,1602.36,1425.77,550.92,48.15,519.57,8.5174,1
1,192,643.54,1601.41,1427.2,551.25,48.25,520.08,8.5113,1
2,1,641.89,1583.84,1391.28,554.53,46.93,522.33,8.3905,0
2,2,641.82,1587.05,1393.13,554.77,47.24,522.7,8.4167,0
2,3,641.55,1588.32,1398.96,555.14,47.22,522.58,8.3802,0
2,4,641.68,1584.15,1396.08,554.25,47.1,522.49,8.4018,0
2,5,641.73,1579.03,1402.52,555.12,47.25,522.27,8.3867,0
2,6,641.3,1577.5,1396.76,554.98,47.05,522.8,8.38,0
2,7,642.03,1587.49,1400.65,554.84,47.1,522.14,8.3941,0
2,8,642.55,1590.41,1395.39,554.65,47.2,522.77,8.3861,0
2,9,641.98,1581.99,1395.01,554.69,47.14,522.4,8.3868,0
2,10,641.99,1586.37,1394.86,554.63,47.21,521.99,8.3982,0
2,11,642.26,1589.21,1401.29,554.7,47.21,522.2,8.4188,0
2,12,641.64,1579.99,1401.9,554.57,47.13,521.94,8.3925,0
2,13,641.78,1586.77,1401.53,554.69,47.03,522.33,8.3742,0
2,14,641.66,1584.04,1395.46,554.47,47.12,523.07,8.3887,0
2,15,642.21,1579.84,1402.11,554.17,47.17,521.96,8.3704,0
2,16,641.81,1581.99,1393.46,554.53,47.24,522.49,8.3805,0
2,17,642.43,1583.58,1390.27,553.62,47.13,522.71,8.3714,0
2,18,641.95,1588.43,1400.25,554.83,47.22,522.92,8.4053,0
2,19,641.75,1576.84,1401.77,555.25,47.14,522.38,8.4035,0
2,20,642.34,1582.94,1394.38,554.64,47.14,522.54,8.3698,0
2,21,642.05,1579.51,1392.28,554.72,47.04,522.58,8.3954,0
2,22,642.16,1580.18,1397.67,554.35,47.17,521.73,8.3792,0
2,23,642.37,1580.89,1387.5,554.69,47.21,522.26,8.3937,0
2,24,641.99,1580.97,1398.67,553.5,47.15,522.25,8.3866,0
2,25,641.81,1585.38,1396.62,554.14,47.19,522.31,8.3959,0
2,26,641.87,1575.38,1392.3,554.03,47.12,522.8,8.3472,0
2,27,642.12,1585.44,1402.31,555.16,47.03,522.11,8.4077,0
2,28,642.04,1581.6,1397.45,554.77,46.99,522.68,8.3734,0
2,29,642.08,1583.78,1398.08,554.75,47.11,522.26,8.37,0
2,30,641.78,1590.32,1395.07,554.62,47.2,522.43,8.419,0
2,31,641.97,1579.86,1390.94,554.8,47.05,522.17,8.4393,0
2,32,641.58,1584.52,1391.11,554.56,47.12,522.54,8.3783,0
2,33,641.79,1585.17,1396.15,553.62,47.09,522.26,8.4102,0
2,34,642.12,1584.08,1394.24,555.09,47.22,522.64,8.4188,0
2,35,641.37,1575.73,1392.55,554.73,47.25,522.0,8.4164,0
2,36,641.27,1581.56,1397.13,554.59,47.21,522.32,8.3709,0
2,37,642.1,1585.63,1396.29,555.01,47.16,522.69,8.3609,0
2,38,642.22,1585.15,1397.75,554.21,47.22,522.13,8.4069,0
2,39,642.0,1585.69,1391.49,554.05,47.2,522.79,8.3755,0
2,40,642.02,1582.69,1398.38,554.07,47.22,522.3,8.401,0
2,41,642.41,1578.97,1398.74,554.34,47.26,522.22,8.3856,0
2,42,642.27,1579.21,1392.13,553.98,47.14,522.87,8.3449,0
2,43,642.02,1580.59,1391.6,554.14,47.08,522.9,8.4144,0
2,44,642.01,1584.33,1398.69,554.16,47.22,522.77,8.4087,0
2,45,642.05,1586.41,1397.6,554.2,47.17,522.27,8.3847,0
2,46,642.15,1575.45,1392.6,554.54,47.19,522.08,8.3994,0
2,47,642.4,1583.85,1396.46,554.96,47.03,522.73,8.3756,0
2,48,642.09,1586.71,1397.95,554.67,47.18,522.41,8.3821,0
2,49,642.85,1583.86,1396.5,554.04,47.18,522.83,8.4024,0
2,50,642.02,1577.86,1399.78,554.73,47.16,522.16,8.4042,0
2,51,642.03,1585.34,1393.06,555.02,47.03,522.34,8.3731,0
2,52,641.52,1588.48,1401.66,554.76,47.09,522.58,8.4064,0
2,53,642.0,1584.9,1397.09,554.33,46.98,522.73,8.411,0
2,54,641.58,1583.46,1405.33,554.42,47.1,522.48,8.4057,0
2,55,642.33,1585.59,1387.16,554.54,47.18,522.7,8.4077,0
2,56,641.84,1587.04,1388.97,554.72,47.03,522.1,8.393,0
2,57,642.5,1584.13,1389.62,553.87,47.17,521.98,8.4008,0
2,58,642.3,1582.93,1389.91,554.46,47.3,522.24,8.3731,0
2,59,642.48,1584.24,1397.95,554.6,47.17,522.78,8.4036,0
2,60,642.09,1584.57,1396.84,554.06,47.12,521.93,8.4003,0
2,61,642.41,1585.45,1399.71,555.08,47.09,522.69,8.4006,0
2,62,641.81,1577.87,1401.66,554.52,47.27,521.78,8.4193,0
2,63,641.91,1575.83,1395.05,554.63,47.17,522.15,8.3867,0
2,64,641.66,1581.65,1401.46,554.93,47.11,522.18,8.4144,0
2,65,641.7,1582.59,1395.4,554.28,47.34,522.52,8.4128,0
2,66,642.26,1584.6,1394.01,554.11,47.17,522.65,8.4121,0
2,67,642.17,1587.63,1395.44,554.99,46.96,522.58,8.3761,0
2,68,642.5,1577.16,1399.27,554.07,47.16,522.2,8.4141,0
2,69,642.73,1586.47,1399.73,554.35,47.33,522.21,8.4116,0
2,70,641.76,1593.24,1397.3,554.47,47.26,522.17,8.4118,0
2,71,642.39,1586.68,1403.09,555.01,47.24,522.02,8.3993,0
2,72,642.48,1583.11,1393.85,554.54,47.19,522.4,8.4012,0
2,73,641.73,1586.57,1400.98,554.41,47.15,522.95,8.3896,0
2,74,642.39,1584.04,1396.13,555.36,47.25,521.97,8.3932,0
2,75,641.64,1578.27,1390.64,555.45,47.09,522.54,8.3944,0
2,76,642.01,1586.91,1399.66,554.05,46.99,522.08,8.3629,0
2,77,641.97,1588.54,1395.38,554.06,46.95,522.36,8.4399,0
2,78,642.44,1587.2,1394.24,554.83,47.12,522.57,8.4018,0
2,79,641.62,1585.59,1398.51,554.19,47.23,522.26,8.3931,0
2,80,641.37,1588.33,1394.0,554.94,47.2,523.26,8.3889,0
2,81,641.72,1578.31,1390.12,555.25,47.25,522.62,8.4162,0
2,82,641.86,1587.24,1402.78,554.17,47.19,522.3,8.3428,0
2,83,641.73,1585.18,1398.81,554.18,47.13,523.13,8.3997,0
2,84,642.41,1586.46,1402.26,554.86,47.29,522.75,8.394,0
2,85,641.73,1588.31,1398.33,554.5,47.19,522.63,8.3954,0
2,86,641.85,1579.31,1399.12,554.51,47.27,522.26,8.3958,0
2,87,642.36,1582.64,1399.51,554.77,47.26,522.59,8.3952,0
2,88,642.23,1587.88,1398.17,554.71,47.04,522.62,8.3851,0
2,89,641.95,1584.62,1394.07,554.18,47.18,522.42,8.4143,0
2,90,642.06,1580.77,1405.34,554.1,47.21,522.04,8.3922,0
2,91,642.09,1583.57,1399.47,553.79,47.15,522.48,8.4026,0
2,92,642.36,1584.87,1399.17,554.28,47.13,522.45,8.3919,0
2,93,642.21,1591.68,1392.48,553.92,47.24,522.52,8.4005,0
2,94,642.1,1585.62,1395.39,554.53,47.38,522.74,8.4075,0
2,95,642.56,1579.26,1402.79,553.99,47.06,522.37,8.3773,0
2,96,642.42,1576.94,1399.59,554.4,47.07,521.66,8.3698,0
2,97,642.04,1586.12,1400.5,554.42,47.19,522.22,8.4202,0
2,98,641.73,1587.84,1401.08,554.57,47.21,522.92,8.4115,0
2,99,642.04,1585.48,1400.97,554.43,47.13,522.5,8.4179,0
2,100,642.04,1586.01,1402.72,554.48,47.21,522.01,8.4107,0
2,101,641.96,1582.66,1397.81,555.07,47.37,522.4,8.3835,0
2,102,642.44,1590.24,1407.05,554.44,47.19,522.05,8.4052,0
2,103,642.05,1587.75,1392.16,554.44,47.23,522.36,8.4148,0
2,104,642.41,1582.04,1397.31,554.91,47.26,522.18,8.4037,0
2,105,641.94,1585.65,1397.45,554.81,47.32,522.11,8.4056,0
2,106,641.87,1584.61,1402.62,553.96,47.32,522.11,8.3727,0
2,107,642.52,1581.7,1402.93,554.21,47.16,522.34,8.3723,0
2,108,642.24,1578.45,1396.25,554.29,47.23,522.27,8.3978,0
2,109,642.12,1590.41,1392.9,553.72,47.28,522.0,8.4061,0
2,110,642.29,1583.3,1398.47,554.5,47.31,522.27,8.3723,0
2,111,642.24,1576.85,1393.76,554.42,47.18,522.32,8.4437,0
2,112,642.49,1588.35,1397.2,554.33,47.37,522.23,8.4025,0
2,113,641.95,1584.21,1404.74,554.07,47.23,522.1,8.3994,0
2,114,642.13,1576.56,1397.05,555.1,47.19,522.13,8.4119,0
2,115,642.16,1583.27,1401.33,554.37,47.14,522.1,8.395,0
2,116,642.38,1577.87,1398.39,554.45,47.01,522.48,8.3895,0
2,117,641.97,1583.84,1395.4,554.6,47.23,522.39,8.4365,0
2,118,641.95,1580.49,1400.99,553.96,47.11,522.23,8.3735,0
2,119,642.67,1585.06,1401.87,554.32,47.24,522.21,8.4236,0
2,120,642.01,1589.61,1394.39,554.42,47.22,521.62,8.3666,0
2,121,642.04,1580.19,1391.52,554.51,47.28,522.31,8.4134,0
2,122,642.08,1585.52,1405.27,553.82,47.23,521.96,8.3783,0
2,123,642.11,1588.59,1403.23,554.31,47.21,522.14,8.3887,0
2,124,642.37,1583.12,1399.26,554.58,47.06,522.64,8.4049,0
2,125,642.71,1586.32,1397.94,554.81,47.31,522.23,8.4012,0
2,126,642.07,1587.45,1403.41,554.03,47.28,521.95,8.4243,0
2,127,642.26,1586.65,1400.81,554.08,47.21,522.2,8.4476,0
2,128,641.54,1592.2,1397.34,554.16,47.2,522.36,8.4098,0
2,129,641.66,1590.59,1400.25,554.6,47.23,522.19,8.3986,0
2,130,642.06,1584.83,1409.98,554.42,47.26,522.4,8.4145,0
2,131,641.96,1587.61,1394.26,554.88,47.36,522.37,8.4074,0
2,132,642.01,1586.66,1398.78,554.4,47.12,522.25,8.4102,0
2,133,642.84,1581.22,1393.87,554.21,47.18,521.71,8.4054,0
2,134,642.76,1586.44,1406.2,553.88,47.17,521.95,8.381,0
2,135,642.02,1580.12,1404.56,554.52,47.34,522.13,8.4108,0
2,136,642.06,1582.91,1402.67,554.5,47.09,521.86,8.3889,0
2,137,642.46,1585.36,1406.79,554.42,47.39,522.21,8.369,0
2,138,642.34,1585.19,1398.95,555.03,47.16,521.73,8.4125,0
2,139,642.63,1590.88,1400.87,554.24,47.3,522.61,8.3919,0
2,140,642.29,1593.7,1403.14,554.86,47.32,522.49,8.4243,0
2,141,642.07,1585.09,1403.25,554.7,47.43,522.5,8.4254,0
2,142,641.91,1586.41,1401.27,554.18,47.3,522.18,8.3936,0
2,143,642.31,1588.88,1400.49,554.05,47.3,521.73,8.423,0
2,144,642.02,1584.35,1401.21,553.96,47.32,522.11,8.3836,0
2,145,642.01,1582.72,1403.53,554.1,47.33,521.93,8.3967,0
2,146,642.52,1590.06,1405.09,554.25,47.3,522.0,8.4074,0
2,147,642.27,1588.78,1394.58,554.16,47.48,521.91,8.3896,0
2,148,642.65,1584.5,1398.3,554.32,47.31,522.57,8.4128,0
2,149,642.03,1587.88,1404.41,553.84,47.31,521.87,8.387,0
2,150,642.62,1585.43,1393.74,554.13,47.15,522.22,8.4175,0
2,151,642.54,1590.21,1398.31,553.66,47.33,522.28,8.4173,0
2,152,642.38,1583.49,1400.9,553.86,47.25,522.06,8.4123,0
2,153,641.96,1594.33,1397.52,553.78,47.29,521.82,8.4262,0
2,154,642.34,1591.3,1413.28,554.45,47.23,522.21,8.4161,0
2,155,642.17,1580.93,1397.45,553.84,47.23,521.91,8.4029,0
2,156,642.15,1578.73,1399.13,554.7,47.31,522.14,8.4075,0
2,157,642.04,1588.7,1400.63,553.71,47.45,522.25,8.4137,0
2,158,641.99,1586.95,1404.68,554.67,47.45,522.32,8.4324,0
2,159,641.81,1593.89,1399.71,553.7,47.26,522.2,8.4138,0
2,160,642.53,1585.65,1409.72,554.65,47.46,521.96,8.4012,0
2,161,642.08,1586.65,1396.32,554.18,47.19,521.96,8.4601,0
2,162,641.71,1588.83,1401.23,553.95,47.42,522.09,8.3739,0
2,163,642.88,1589.56,1396.2,553.96,47.29,521.55,8.3904,0
2,164,642.82,1588.23,1405.5,554.31,47.32,521.74,8.4304,0
2,165,642.17,1588.55,1402.96,553.71,47.39,522.28,8.4068,0
2,166,641.79,1589.09,1394.26,553.71,47.43,521.96,8.4111,0
2,167,642.25,1588.74,1395.35,553.62,47.39,522.11,8.4261,0
2,168,642.55,1593.95,1404.01,554.32,47.3,521.89,8.4329,0
2,169,642.26,1581.85,1406.06,553.06,47.33,521.77,8.4214,0
2,170,642.14,1577.26,1405.93,553.84,47.35,522.36,8.4079,0
2,171,642.21,1587.94,1410.34,553.84,47.34,521.89,8.4027,0
2,172,642.07,1589.42,1398.26,553.69,47.25,521.42,8.4109,0
2,173,642.66,1589.0,1403.22,554.64,47.27,521.4,8.4288,0
2,174,642.34,1588.01,1403.24,553.76,47.31,521.85,8.3994,0
2,175,642.46,1584.58,1398.37,554.01,47.45,522.2,8.417,0
2,176,642.32,1585.73,1405.47,554.15,47.22,521.54,8.4189,0
2,177,642.35,1586.88,1400.31,554.59,47.42,521.95,8.4153,0
2,178,642.43,1590.29,1404.39,553.83,47.56,521.97,8.3914,0
2,179,642.33,1584.55,1399.3,553.86,47.37,522.48,8.4462,0
2,180,642.5,1593.51,1402.27,554.21,47.52,521.76,8.4404,0
2,181,642.01,1585.87,1399.24,554.29,47.27,522.19,8.4148,0
2,182,642.39,1586.42,1406.61,553.63,47.52,522.39,8.4072,0
2,183,642.6,1584.95,1406.15,554.35,47.24,521.84,8.4225,0
2,184,642.43,1585.66,1408.13,554.99,47.47,521.86,8.3996,0
